title,original_language,release_year,release_month,runtime,genre,averageRating,budget,revenue,agg_profit,norm_revenue
The Order,en,2003,9,89,"Action,Adventure,Comedy",4.6,35000000.0,11559747.0,-23440253.0,577987.35
Freddy vs. Jason,en,2003,8,97,"Action,Horror",5.7,25000000.0,114576403.0,89576403.0,5728820.15
Jeepers Creepers 2,en,2003,8,104,Horror,5.7,25000000.0,119923801.0,94923801.0,5996190.05
Lost Souls,en,2003,6,84,Drama,5.9,28000000.0,31320293.0,3320293.0,1566014.65
High Tension,fr,2003,6,63,"Action,Comedy,Drama",5.6,2850000.0,6435262.0,3585262.0,321763.1
May,en,2003,6,93,"Drama,Horror",6.6,1750000.0,634803.0,-1115197.0,31740.15
The Texas Chainsaw Massacre,en,2003,5,98,Horror,6.2,9000000.0,107967319.0,98967319.0,5398365.95
House of the Dead,en,2003,4,90,"Action,Adventure,Horror",2.1,7000000.0,13860078.0,6860078.0,693003.9
Willard,en,2003,3,95,Horror,6.2,20000000.0,6882696.0,-13117304.0,344134.8
Final Destination 2,en,2003,1,90,"Horror,Thriller",6.2,26000000.0,90396664.0,64396664.0,4519833.2
Darkness Falls,en,2003,1,90,"Drama,Thriller",5.5,7000000.0,47289758.0,40289758.0,2364487.9
Grindhouse,en,2003,1,106,Horror,4.4,53000000.0,50187789.0,-2812211.0,2509389.45
They,en,2002,11,60,Documentary,5.8,17000000.0,16140842.0,-859158.0,768611.5238095238
The Ring,en,2002,10,89,"Drama,Romance,Sport",6.1,48000000.0,248218486.0,200218486.0,11819927.904761905
Red Dragon,en,2002,10,115,Crime,4.5,78000000.0,206455420.0,128455420.0,9831210.476190476
Nine Lives,en,2002,8,96,"Action,Adventure,Biography",7.2,30000000.0,57814445.0,27814445.0,2753068.8095238097
One Hour Photo,en,2002,8,96,"Drama,Thriller",6.8,12000000.0,52223306.0,40223306.0,2486824.095238095
FearDotCom,en,2002,8,,,,40000000.0,13289290.0,-26710710.0,632823.3333333334
Eight Legged Freaks,en,2002,7,99,"Action,Adventure,Comedy",5.5,30000000.0,36722311.0,6722311.0,1748681.4761904762
Halloween: Resurrection,en,2002,7,90,"Horror,Thriller",3.9,15000000.0,37659652.0,22659652.0,1793316.761904762
Resident Evil,en,2002,3,100,"Action,Horror,Sci-Fi",6.6,35000000.0,103787401.0,68787401.0,4942257.19047619
Dracula: Pages from a Virgin's Diary,en,2002,2,73,"Drama,Horror,Musical",6.8,1100000.0,81371.0,-1018629.0,3874.809523809524
Queen of the Damned,en,2002,2,101,"Drama,Fantasy,Horror",5.3,35000000.0,30307804.0,-4692196.0,1443228.761904762
The Mothman Prophecies,en,2002,1,119,"Drama,Horror,Mystery",6.4,42000000.0,56438555.0,14438555.0,2687550.238095238
Fabled,en,2002,1,84,"Drama,Horror,Mystery",5.0,400000.0,31425.0,-368575.0,1496.4285714285713
Bones,en,2001,10,97,"Crime,Drama",6.0,10000000.0,8378853.0,-1621147.0,380856.95454545453
The Lost Skeleton of Cadavra,en,2001,9,90,"Comedy,Horror,Sci-Fi",6.8,100000.0,110536.0,10536.0,5024.363636363636
Soul Survivors,en,2001,9,84,"Horror,Mystery,Thriller",3.9,14000000.0,4288246.0,-9711754.0,194920.27272727274
Session 9,en,2001,8,97,"Drama,Horror,Mystery",6.4,1500000.0,1703434.0,203434.0,77428.81818181818
The Others,en,2001,8,127,Drama,6.6,17000000.0,207788211.0,190788211.0,9444918.681818182
Jason X,en,2001,7,92,"Action,Horror,Sci-Fi",4.5,14000000.0,16951798.0,2951798.0,770536.2727272727
Jeepers Creepers,en,2001,7,69,"Comedy,Western",6.0,10000000.0,58939035.0,48939035.0,2679047.0454545454
The Hole,en,2001,4,103,"Comedy,Mystery",7.1,7500000.0,10834406.0,3334406.0,492473.0
From Hell,en,2001,2,122,"Horror,Mystery,Thriller",6.7,35000000.0,68712365.0,33712365.0,3123289.3181818184
Valentine,en,2001,2,96,"Horror,Mystery,Thriller",4.9,10000000.0,20384136.0,10384136.0,926551.6363636364
Sleepless,it,2001,1,117,"Horror,Mystery,Thriller",6.2,30000000.0,33296659.0,3296659.0,1513484.5
Dracula 2000,en,2000,12,99,"Action,Fantasy,Horror",4.9,28000000.0,33000377.0,5000377.0,1434799.0
Little Nicky,en,2000,11,90,"Comedy,Fantasy",5.3,80000000.0,58270391.0,-21729609.0,2533495.2608695654
Book of Shadows: Blair Witch 2,en,2000,10,90,"Adventure,Fantasy,Horror",4.0,15000000.0,47721314.0,32721314.0,2074839.7391304348
Urban Legends: Final Cut,en,2000,9,97,"Horror,Mystery",4.4,15000000.0,38574362.0,23574362.0,1677146.1739130435
Bless the Child,en,2000,8,107,"Crime,Drama,Horror",5.1,40000000.0,40435694.0,435694.0,1758073.652173913
Psycho Beach Party,en,2000,8,95,"Comedy,Horror,Mystery",6.0,4000000.0,267972.0,-3732028.0,11650.95652173913
What Lies Beneath,en,2000,7,130,"Drama,Horror,Mystery",6.6,90000000.0,288693989.0,198693989.0,12551912.56521739
Shadow of the Vampire,en,2000,5,92,"Drama,Horror",6.9,8000000.0,8279017.0,279017.0,359957.26086956525
Believe,en,2000,3,96,"Family,Horror",5.1,3500000.0,890303.0,-2609697.0,38708.82608695652
Scream 3,en,2000,2,116,"Horror,Mystery",5.7,40000000.0,161838076.0,121838076.0,7036438.0869565215
Supernova,en,2000,1,80,"Comedy,Sci-Fi",2.1,60000000.0,14816494.0,-45183506.0,644195.3913043478
Deadfall,en,2000,1,120,"Crime,Drama,Thriller",5.7,6000000.0,1673635.0,-4326365.0,72766.73913043478
End of Days,en,1999,11,122,"Action,Fantasy,Horror",5.8,100000000.0,212026975.0,112026975.0,8834457.291666666
Sleepy Hollow,en,1999,11,105,"Fantasy,Horror,Mystery",7.3,70000000.0,207068340.0,137068340.0,8627847.5
House on Haunted Hill,en,1999,10,75,"Crime,Horror,Mystery",6.7,19000000.0,65090541.0,46090541.0,2712105.875
The Omega Code,en,1999,10,100,"Action,Adventure,Fantasy",3.5,7200000.0,12678312.0,5478312.0,528263.0
Stigmata,en,1999,9,103,"Horror,Mystery",6.2,32000000.0,89441732.0,57441732.0,3726738.8333333335
Stir of Echoes,en,1999,9,99,"Horror,Mystery,Thriller",6.9,12000000.0,23059379.0,11059379.0,960807.4583333334
The Ninth Gate,en,1999,8,133,"Mystery,Thriller",6.7,38000000.0,58394308.0,20394308.0,2433096.1666666665
Deep Blue Sea,en,1999,7,105,"Action,Adventure,Sci-Fi",5.9,60000000.0,165048228.0,105048228.0,6877009.5
Lake Placid,en,1999,7,82,"Action,Comedy,Horror",5.8,27000000.0,31770413.0,4770413.0,1323767.2083333333
The Blair Witch Project,en,1999,7,81,"Horror,Mystery",6.5,600000.0,248300000.0,247700000.0,10345833.333333334
Survivor,en,1999,5,86,"Action,Adventure,Drama",4.5,20000000.0,1703281.0,-18296719.0,70970.04166666667
Idle Hands,en,1999,4,60,Drama,6.5,15000000.0,4024147.0,-10975853.0,167672.79166666666
eXistenZ,en,1999,4,97,"Horror,Mystery,Sci-Fi",6.8,20700000.0,2840417.0,-17859583.0,118350.70833333333
The Rage: Carrie 2,en,1999,3,104,"Drama,Horror,Sci-Fi",4.8,21000000.0,17760244.0,-3239756.0,740010.1666666666
In Dreams,en,1999,1,100,"Drama,Fantasy,Horror",5.5,30000000.0,12017369.0,-17982631.0,500723.7083333333
The Faculty,en,1998,12,104,"Horror,Mystery,Sci-Fi",6.6,15000000.0,40283321.0,25283321.0,1611332.84
Psycho,en,1998,12,109,"Horror,Mystery,Thriller",8.5,20000000.0,37226218.0,17226218.0,1489048.72
The Phantom of the Opera,it,1998,11,93,Horror,7.5,55000000.0,153770052.0,98770052.0,6150802.08
I Still Know What You Did Last Summer,en,1998,11,100,"Horror,Mystery,Thriller",4.8,24000000.0,40020622.0,16020622.0,1600824.88
Bride of Chucky,en,1998,10,89,"Comedy,Horror,Thriller",5.6,25000000.0,50692188.0,25692188.0,2027687.52
Urban Legend,en,1998,9,99,"Horror,Mystery,Thriller",5.6,14000000.0,72571864.0,58571864.0,2902874.56
Blade,en,1998,8,90,"Horror,Mystery,Thriller",5.3,45000000.0,131237688.0,86237688.0,5249507.52
Disturbing Behavior,en,1998,7,84,"Horror,Mystery,Sci-Fi",5.6,15000000.0,19014238.0,4014238.0,760569.52
Midnight Sun,en,1998,5,78,Horror,5.0,2800000.0,26952508.0,24152508.0,1078100.32
Deep Rising,en,1998,1,106,"Action,Adventure,Horror",6.1,45000000.0,11203026.0,-33796974.0,448121.04
Dream House,en,1998,1,92,"Drama,Mystery,Thriller",6.0,50000000.0,41642166.0,-8357834.0,1665686.64
Cure,ja,1997,12,111,"Crime,Horror,Mystery",7.5,10000.0,317644.0,307644.0,12217.076923076924
Scream 2,en,1997,12,120,"Horror,Mystery",6.3,24000000.0,172363301.0,148363301.0,6629357.730769231
I Know What You Did Last Summer,en,1997,10,101,"Horror,Mystery",5.8,17000000.0,125250091.0,108250091.0,4817311.192307692
Event Horizon,en,1997,8,96,"Horror,Sci-Fi,Thriller",6.6,60000000.0,26673954.0,-33326046.0,1025921.3076923077
Spawn,en,1997,7,96,"Action,Crime,Drama",5.2,40000000.0,87949859.0,47949859.0,3382686.8846153845
Anaconda,en,1997,4,89,"Action,Adventure,Horror",4.9,45000000.0,136998907.0,91998907.0,5269188.730769231
Killers,en,1997,2,83,"Action,Horror,Thriller",2.3,75000000.0,95572749.0,20572749.0,3675874.9615384615
Bernie,fr,1996,11,87,"Comedy,Drama",7.1,6000000.0,10106975.0,4106975.0,374332.4074074074
Thinner,en,1996,10,93,"Fantasy,Horror",5.8,14000000.0,15171475.0,1171475.0,561906.4814814815
The Ghost and the Darkness,en,1996,10,110,"Adventure,Drama,Thriller",6.8,55000000.0,38564422.0,-16435578.0,1428311.9259259258
Reindeer Games,en,1996,6,104,"Action,Crime,Thriller",5.8,36000000.0,23360779.0,-12639221.0,865214.0370370371
The Craft,en,1996,5,101,"Drama,Fantasy,Horror",6.4,15000000.0,55669466.0,40669466.0,2061832.0740740742
Mary Reilly,en,1996,2,108,"Drama,Horror,Romance",5.8,47000000.0,12900000.0,-34100000.0,477777.77777777775
From Dusk Till Dawn,en,1996,1,108,"Action,Crime,Horror",7.2,20000000.0,25736162.0,5736162.0,953191.1851851852
Vampire in Brooklyn,en,1995,10,100,"Comedy,Fantasy,Horror",4.7,14000000.0,19637147.0,5637147.0,701326.6785714285
Halloween: The Curse of Michael Myers,en,1995,9,87,"Horror,Thriller",4.7,5000000.0,15126948.0,10126948.0,540248.1428571428
Species,en,1995,7,108,"Action,Horror,Sci-Fi",5.9,35000000.0,113354449.0,78354449.0,4048373.1785714286
Tales from the Hood,en,1995,5,98,"Crime,Drama,Horror",6.5,6000000.0,11784569.0,5784569.0,420877.46428571426
Tales from the Crypt: Demon Knight,en,1995,1,92,"Action,Fantasy,Horror",6.7,12000000.0,21089146.0,9089146.0,753183.7857142857
The Kingdom,da,1994,11,110,"Action,Drama,Thriller",7.0,72500000.0,86802457.0,14302457.0,2993188.172413793
The Paperboy,en,1994,11,94,"Horror,Thriller",5.1,12500000.0,4027663.0,-8472337.0,138884.93103448275
Interview with the Vampire,en,1994,11,123,"Drama,Fantasy,Horror",7.5,50000000.0,223564608.0,173564608.0,7709124.413793104
Jason Goes to Hell: The Final Friday,en,1993,8,,,,3000000.0,15935068.0,12935068.0,531168.9333333333
Warlock: The Armageddon,en,1993,5,98,"Action,Fantasy,Horror",5.4,3000000.0,3902679.0,902679.0,130089.3
The Dark Half,en,1993,4,122,"Horror,Mystery,Thriller",6.0,15000000.0,9579068.0,-5420932.0,319302.26666666666
Carol,de,1993,1,118,"Drama,Romance",7.2,11800000.0,42048857.0,30248857.0,1401628.5666666667
Bram Stoker's Dracula,en,1992,11,128,"Fantasy,Horror,Romance",7.4,40000000.0,215862666.0,175862666.0,6963311.806451613
Army of Darkness,en,1992,10,81,"Comedy,Horror",7.4,11000000.0,21502976.0,10502976.0,693644.3870967742
Raising Cain,en,1992,8,92,"Crime,Drama,Horror",6.1,11000000.0,21171695.0,10171695.0,682957.9032258064
Death Becomes Her,en,1992,7,104,"Comedy,Fantasy,Horror",6.7,55000000.0,149022650.0,94022650.0,4807182.258064516
Buffy the Vampire Slayer,en,1992,7,86,"Action,Comedy,Fantasy",5.7,7000000.0,14231669.0,7231669.0,459086.0967741936
Easy Virtue,ko,1992,5,80,"Romance,Thriller",5.4,14000000.0,20537741.0,6537741.0,662507.7741935484
Split Second,en,1992,5,85,"Crime,Drama,Film-Noir",6.8,7000000.0,5430822.0,-1569178.0,175187.8064516129
Spider,lv,1992,4,98,"Drama,Horror",6.6,10000000.0,1641788.0,-8358212.0,52960.903225806454
The Lawnmower Man,en,1992,3,108,"Horror,Sci-Fi",5.4,10000000.0,32100816.0,22100816.0,1035510.1935483871
The Touch,ru,1992,1,115,Drama,6.3,20000000.0,5918742.0,-14081258.0,190927.16129032258
Strays,en,1991,12,105,"Crime,Drama",5.5,46000000.0,35983009.0,-10016991.0,1124469.03125
Babylon,de,1991,10,95,Drama,7.3,110000000.0,64470244.0,-45529756.0,2014695.125
Scary Movie,en,1991,10,82,"Comedy,Horror,Thriller",4.9,19000000.0,277200000.0,258200000.0,8662500.0
Child's Play 2,en,1990,11,84,"Horror,Thriller",6.0,13000000.0,34166572.0,21166572.0,1035350.6666666666
The Ghost Writer,en,1990,8,128,"Crime,Drama,Mystery",7.2,45000000.0,65532491.0,20532491.0,1985833.0606060605
Arachnophobia,en,1990,7,109,"Comedy,Horror,Thriller",6.5,31000000.0,53208180.0,22208180.0,1612369.0909090908
Gremlins 2: The New Batch,en,1990,6,106,"Comedy,Fantasy,Horror",6.4,50000000.0,41476097.0,-8523903.0,1256851.4242424243
Dark Angel,en,1990,1,91,"Action,Crime,Horror",6.1,7000000.0,4372561.0,-2627439.0,132501.84848484848
Tremors,en,1990,1,96,"Comedy,Horror",7.2,10000000.0,16668089.0,6668089.0,505093.6060606061
The Banker,en,1989,12,96,"Crime,Horror,Thriller",5.0,11000000.0,2990000.0,-8010000.0,87941.17647058824
Halloween 5: The Revenge of Michael Myers,en,1989,10,96,"Horror,Thriller",4.9,6000000.0,11642254.0,5642254.0,342419.23529411765
Friday the 13th Part VIII: Jason Takes Manhattan,en,1989,7,100,"Adventure,Horror,Thriller",4.5,5000000.0,14343976.0,9343976.0,421881.64705882355
Trapped,en,1989,6,56,"Drama,Western",5.8,30000000.0,7005468.0,-22994532.0,206043.17647058822
Warlock,en,1989,6,121,Western,7.1,7000000.0,8824553.0,1824553.0,259545.67647058822
The Toxic Avenger Part II,en,1989,2,102,"Action,Comedy,Horror",5.0,2300000.0,28950.0,-2271050.0,851.4705882352941
The Game,en,1989,1,91,"Action,Drama",5.1,50000000.0,80369970.0,30369970.0,2363822.6470588236
Skin Trade,de,1989,1,78,Documentary,8.5,9000000.0,1242.0,-8998758.0,36.529411764705884
Halloween 4: The Return of Michael Myers,en,1988,10,88,"Horror,Thriller",5.8,5000000.0,17768757.0,12768757.0,507678.77142857143
Freeway,en,1988,9,91,Thriller,5.1,3000000.0,295493.0,-2704507.0,8442.657142857142
A Nightmare on Elm Street 4: The Dream Master,en,1988,8,93,Horror,5.6,13000000.0,49369899.0,36369899.0,1410568.5428571429
Phantasm II,en,1988,7,97,"Action,Fantasy,Horror",6.4,3000000.0,7282851.0,4282851.0,208081.45714285714
Poltergeist III,en,1988,6,98,"Horror,Thriller",4.7,9500000.0,14114000.0,4614000.0,403257.14285714284
Friday the 13th Part VII: The New Blood,en,1988,5,,,,2800000.0,19170001.0,16370001.0,547714.3142857143
Lady in White,en,1988,4,109,"Mystery,Thriller",5.7,4700000.0,1705139.0,-2994861.0,48718.25714285715
Destroyer,en,1988,4,99,"Drama,Thriller,War",6.3,9000000.0,5865489.0,-3134511.0,167585.4
Prison,en,1988,3,79,Drama,6.7,4000000.0,354704.0,-3645296.0,10134.4
Contagion,en,1988,3,95,"Drama,Sci-Fi",4.1,60000000.0,137203939.0,77203939.0,3920112.5428571426
Return of the Living Dead Part II,en,1988,1,,,,6200000.0,9205924.0,3005924.0,263026.4
To Die For,en,1988,1,94,"Horror,Romance,Thriller",4.7,20000000.0,27688744.0,7688744.0,791106.9714285714
Little Shop of Horrors,en,1987,10,94,"Comedy,Horror,Musical",7.1,30000000.0,38747385.0,8747385.0,1076316.25
Rampage,en,1987,9,98,"Adventure,Romance",5.5,120000000.0,427947217.0,307947217.0,11887422.694444444
The Lost Boys,en,1987,7,97,"Comedy,Horror",7.2,8500000.0,32394143.0,23894143.0,899837.3055555555
Creepshow 2,en,1987,5,92,"Fantasy,Horror",6.0,3500000.0,14000000.0,10500000.0,388888.8888888889
Evil Dead II,en,1987,3,84,"Comedy,Horror",7.7,3500000.0,5927557.0,2427557.0,164654.36111111112
Adoration,fr,1987,1,73,Drama,6.4,4000000.0,384244.0,-3615756.0,10673.444444444445
Witchboard,en,1986,12,98,"Horror,Mystery,Thriller",5.7,2000000.0,7369373.0,5369373.0,199172.24324324325
The Immigrant,en,1986,10,60,Drama,7.4,16000000.0,7585011.0,-8414989.0,205000.2972972973
The Texas Chainsaw Massacre 2,en,1986,8,101,"Comedy,Horror",5.6,4700000.0,8025872.0,3325872.0,216915.45945945947
Friday the 13th Part VI: Jason Lives,en,1986,8,86,"Horror,Thriller",6.0,3000000.0,19472523.0,16472523.0,526284.4054054054
Fair Game,en,1986,7,86,"Action,Adventure,Thriller",5.9,50000000.0,26097497.0,-23902503.0,705337.7567567568
Invaders from Mars,en,1986,6,78,"Horror,Sci-Fi",6.2,12000000.0,4984663.0,-7015337.0,134720.62162162163
Underworld,en,1985,11,80,"Crime,Drama,Film-Noir",7.5,22000000.0,95708457.0,73708457.0,2518643.6052631577
Fortress,en,1985,11,88,"Action,Crime,Thriller",7.0,12000000.0,46730578.0,34730578.0,1229752.0526315789
The Island,cn,1985,10,107,Drama,7.1,120000000.0,163018913.0,43018913.0,4289971.394736842
Silver Bullet,en,1985,10,95,Horror,6.4,7000000.0,10803211.0,3803211.0,284295.0263157895
Lifeforce,en,1985,6,101,"Action,Horror,Mystery",6.1,25000000.0,11603545.0,-13396455.0,305356.44736842107
The Return of the Living Dead,en,1985,4,91,"Comedy,Horror,Sci-Fi",7.3,4000000.0,14238828.0,10238828.0,374706.0
Def-Con 4,en,1985,3,,,,1300000.0,210904.0,-1089096.0,5550.105263157895
C.H.U.D.,en,1984,8,88,"Horror,Sci-Fi",5.6,1250000.0,4700000.0,3450000.0,120512.82051282052
Gremlins,en,1984,6,106,"Comedy,Fantasy,Horror",7.3,11000000.0,152445758.0,141445758.0,3908865.5897435895
Carnage,en,1984,4,91,Horror,3.6,25000000.0,38112154.0,13112154.0,977234.717948718
Hocus Pocus,cn,1984,1,93,"Comedy,Fantasy,Horror",5.5,28000000.0,51348841.0,23348841.0,1316636.9487179487
Obsessed,cn,1983,12,78,"Crime,Drama,Mystery",6.6,20000000.0,73964713.0,53964713.0,1849117.825
The Dead Zone,en,1983,10,103,"Drama,Horror,Sci-Fi",7.2,10000000.0,20766000.0,10766000.0,519150.0
Twilight Zone: The Movie,en,1983,6,101,"Horror,Sci-Fi",6.4,10000000.0,29500000.0,19500000.0,737500.0
Videodrome,en,1983,2,87,"Horror,Sci-Fi,Thriller",7.2,5952000.0,2121939.0,-3830061.0,53048.475
Panic,it,1982,12,90,"Horror,Sci-Fi",3.5,1000000.0,1425707.0,425707.0,34773.34146341463
Creepshow,en,1982,11,120,"Comedy,Fantasy,Horror",6.8,8000000.0,20036244.0,12036244.0,488688.8780487805
Jekyll and Hyde... Together Again,en,1982,11,87,"Comedy,Music,Sci-Fi",6.1,5000000.0,3707583.0,-1292417.0,90428.85365853658
Wild Things,fr,1982,8,108,"Crime,Drama,Mystery",6.6,20000000.0,55576210.0,35576210.0,1355517.3170731708
The Fan,de,1982,6,89,"Comedy,Romance",6.6,55000000.0,18582965.0,-36417035.0,453243.0487804878
Cat People,en,1982,4,73,"Fantasy,Horror,Thriller",7.2,12500000.0,21000000.0,8500000.0,512195.1219512195
Monster Hunter,it,1981,10,\N,Action,6.3,60000000.0,47853893.0,-12146107.0,1139378.4047619049
The Evil Dead,en,1981,9,85,Horror,7.4,375000.0,29400000.0,29025000.0,700000.0
Friday the 13th Part 2,en,1981,5,87,"Horror,Mystery,Thriller",6.1,1250000.0,21722776.0,20472776.0,517208.95238095237
Graduation Day,en,1981,5,96,"Horror,Mystery,Thriller",4.8,250000.0,23894000.0,23644000.0,568904.7619047619
Night School,en,1981,1,88,"Horror,Mystery,Thriller",5.6,29000000.0,104145633.0,75145633.0,2479657.9285714286
Dressed to Kill,en,1980,7,70,"Comedy,Crime",6.5,6500000.0,31899000.0,25399000.0,741837.2093023256
The Shining,en,1980,5,146,"Drama,Horror",8.4,19000000.0,46223437.0,27223437.0,1074963.6511627906
Prophecy,en,1980,2,102,"Horror,Sci-Fi,Thriller",5.6,12000000.0,22673340.0,10673340.0,527286.976744186
Fascination,fr,1979,11,70,Drama,6.1,5000000.0,83356.0,-4916644.0,1894.4545454545455
Alien,en,1979,5,117,"Horror,Sci-Fi",8.5,10700000.0,188034787.0,177334787.0,4273517.886363637
Jaws 2,en,1978,6,116,"Adventure,Horror,Thriller",5.8,20000000.0,208900376.0,188900376.0,4642230.577777778
Beauty and the Beast,cs,1978,3,93,"Drama,Fantasy,Romance",7.9,160000000.0,1268697483.0,1108697483.0,28193277.4
Jaws,en,1978,1,124,"Adventure,Drama,Thriller",8.1,12000000.0,483655893.0,471655893.0,10747908.733333332
Kingdom of the Spiders,en,1977,8,97,"Horror,Sci-Fi",5.7,500000.0,17000000.0,16500000.0,369565.2173913043
Exorcist II: The Heretic,en,1977,6,117,Horror,3.8,14000000.0,25011000.0,11011000.0,543717.3913043478
Eraserhead,en,1977,3,89,"Fantasy,Horror",7.3,100000.0,7097971.0,6997971.0,154303.71739130435
The Sentinel,en,1977,1,92,Horror,6.3,60000000.0,78080697.0,18080697.0,1697406.456521739
The Hunchback of Notre Dame,en,1976,12,133,"Drama,Horror,Romance",7.2,100000000.0,325500000.0,225500000.0,6925531.914893617
The Animal,en,1976,1,88,Thriller,6.9,22000000.0,55762229.0,33762229.0,1186430.4042553192
The Rocky Horror Picture Show,en,1975,8,100,"Comedy,Horror,Musical",7.4,1200000.0,41733666.0,40533666.0,869451.375
Home for the Holidays,en,1974,7,103,"Comedy,Drama,Romance",6.6,20000000.0,22119269.0,2119269.0,451413.6530612245
Sugar Hill,en,1974,2,91,"Action,Crime,Horror",5.8,10000000.0,18423914.0,8423914.0,375998.2448979592
The Exorcist,en,1973,12,122,Horror,8.1,12000000.0,428824083.0,416824083.0,8576481.66
Rosemary's Baby,en,1968,6,137,"Drama,Horror",8.0,3200000.0,33397080.0,30197080.0,607219.6363636364
Viy,ru,1967,11,77,"Drama,Fantasy,Horror",7.2,26000000.0,34246770.0,8246770.0,611549.4642857143
A Ghost Story,en,1964,2,92,"Drama,Fantasy,Mystery",6.8,100000.0,2769782.0,2669782.0,46945.457627118645
Insomnia,fr,1963,1,85,Comedy,5.5,46000000.0,113622499.0,67622499.0,1893708.3166666667
Where the Truth Lies,fr,1962,3,83,Thriller,6.4,25000000.0,1415656.0,-23584344.0,23207.475409836065
Godzilla,ja,1954,11,96,"Horror,Sci-Fi",7.5,160000000.0,529076069.0,369076069.0,7667769.115942029
"The Beast from 20,000 Fathoms",en,1953,6,80,"Horror,Sci-Fi",6.6,210000.0,5000000.0,4790000.0,71428.57142857143
